Time,MLII [mV],V5 [mV]
25.419,-0.680,-0.450
25.422,-0.680,-0.450
25.425,-0.665,-0.440
25.428,-0.680,-0.450
25.431,-0.695,-0.450
25.433,-0.715,-0.475
25.436,-0.730,-0.490
25.439,-0.775,-0.515
25.442,-0.795,-0.545
25.444,-0.800,-0.570
25.447,-0.815,-0.565
25.450,-0.820,-0.590
25.453,-0.815,-0.590
25.456,-0.810,-0.600
25.458,-0.790,-0.590
25.461,-0.780,-0.595
25.464,-0.775,-0.595
25.467,-0.795,-0.605
25.469,-0.815,-0.630
25.472,-0.825,-0.635
25.475,-0.835,-0.660
25.478,-0.835,-0.665
25.481,-0.845,-0.665
25.483,-0.840,-0.630
25.486,-0.835,-0.625
25.489,-0.825,-0.615
25.492,-0.805,-0.605
25.494,-0.800,-0.620
25.497,-0.805,-0.615
25.500,-0.785,-0.630
25.503,-0.820,-0.650
25.506,-0.820,-0.660
25.508,-0.830,-0.660
25.511,-0.830,-0.655
25.514,-0.830,-0.655
25.517,-0.820,-0.635
25.519,-0.810,-0.635
25.522,-0.800,-0.630
25.525,-0.780,-0.615
25.528,-0.770,-0.615
25.531,-0.745,-0.615
25.533,-0.725,-0.610
25.536,-0.655,-0.585
25.539,-0.580,-0.500
25.542,-0.480,-0.380
25.544,-0.355,-0.200
25.547,-0.255,0.005
25.550,-0.120,0.260
25.553,-0.020,0.500
25.556,0.035,0.725
25.558,0.015,0.930
25.561,-0.085,1.040
25.564,-0.260,1.045
25.567,-0.490,0.935
25.569,-0.725,0.740
25.572,-0.955,0.460
25.575,-1.175,0.130
25.578,-1.370,-0.180
25.581,-1.495,-0.515
25.583,-1.540,-0.745
25.586,-1.500,-0.875
25.589,-1.430,-0.865
25.592,-1.310,-0.795
25.594,-1.210,-0.710
25.597,-1.125,-0.660
25.600,-1.050,-0.610
25.603,-0.995,-0.615
25.606,-0.940,-0.595
25.608,-0.880,-0.600
25.611,-0.840,-0.610
25.614,-0.785,-0.575
25.617,-0.760,-0.570
25.619,-0.750,-0.565
25.622,-0.735,-0.550
25.625,-0.730,-0.550
25.628,-0.755,-0.565
25.631,-0.760,-0.560
25.633,-0.750,-0.570
25.636,-0.745,-0.590
25.639,-0.755,-0.590
25.642,-0.750,-0.600
25.644,-0.740,-0.590
25.647,-0.740,-0.585
25.650,-0.725,-0.570
25.653,-0.705,-0.570
25.656,-0.680,-0.550
25.658,-0.675,-0.535
25.661,-0.665,-0.540
25.664,-0.675,-0.545
25.667,-0.670,-0.570
25.669,-0.680,-0.545
25.672,-0.680,-0.565
25.675,-0.690,-0.555
25.678,-0.685,-0.570
25.681,-0.695,-0.565
25.683,-0.690,-0.555
25.686,-0.690,-0.525
25.689,-0.690,-0.520
25.692,-0.665,-0.520
25.694,-0.650,-0.505
25.697,-0.655,-0.500
25.700,-0.645,-0.530
25.703,-0.650,-0.520
25.706,-0.650,-0.530
25.708,-0.665,-0.525
25.711,-0.660,-0.525
25.714,-0.660,-0.520
25.717,-0.645,-0.515
25.719,-0.635,-0.490
25.722,-0.615,-0.485
25.725,-0.615,-0.480
25.728,-0.595,-0.475
25.731,-0.610,-0.490
25.733,-0.600,-0.490
25.736,-0.600,-0.495
25.739,-0.600,-0.480
25.742,-0.600,-0.475
25.744,-0.600,-0.475
25.747,-0.595,-0.470
25.750,-0.595,-0.465
25.753,-0.580,-0.460
25.756,-0.565,-0.450
25.758,-0.580,-0.415
25.761,-0.545,-0.420
25.764,-0.535,-0.420
25.767,-0.540,-0.420
25.769,-0.530,-0.405
25.772,-0.540,-0.400
25.775,-0.510,-0.385
25.778,-0.505,-0.385
25.781,-0.505,-0.365
25.783,-0.485,-0.360
25.786,-0.455,-0.325
25.789,-0.435,-0.305
25.792,-0.410,-0.290
25.794,-0.390,-0.260
25.797,-0.375,-0.260
25.800,-0.365,-0.235
25.803,-0.350,-0.245
25.806,-0.345,-0.225
25.808,-0.330,-0.210
25.811,-0.325,-0.190
25.814,-0.320,-0.185
25.817,-0.310,-0.165
25.819,-0.275,-0.130
25.822,-0.250,-0.105
25.825,-0.215,-0.075
25.828,-0.210,-0.070
25.831,-0.200,-0.060
25.833,-0.190,-0.045
25.836,-0.190,-0.060
25.839,-0.165,-0.050
25.842,-0.165,-0.040
25.844,-0.160,-0.045
25.847,-0.165,-0.015
25.850,-0.155,0.005
25.853,-0.160,0.020
25.856,-0.150,0.045
25.858,-0.110,0.045
25.861,-0.085,0.055
25.864,-0.115,0.055
25.867,-0.105,0.045
25.869,-0.130,0.030
25.872,-0.165,0.000
25.875,-0.165,-0.010
25.878,-0.190,-0.035
25.881,-0.220,-0.050
25.883,-0.250,-0.065
25.886,-0.255,-0.070
25.889,-0.270,-0.095
25.892,-0.275,-0.120
25.894,-0.300,-0.160
25.897,-0.325,-0.175
25.900,-0.370,-0.225
25.903,-0.420,-0.275
25.906,-0.440,-0.320
25.908,-0.485,-0.335
25.911,-0.520,-0.370
25.914,-0.560,-0.395
25.917,-0.570,-0.415
25.919,-0.580,-0.440
25.922,-0.595,-0.445
25.925,-0.605,-0.470
25.928,-0.620,-0.475
25.931,-0.635,-0.510
25.933,-0.655,-0.525
25.936,-0.665,-0.540
25.939,-0.700,-0.560
25.942,-0.700,-0.575
25.944,-0.715,-0.610
25.947,-0.735,-0.585
25.950,-0.745,-0.585
25.953,-0.740,-0.585
25.956,-0.745,-0.595
25.958,-0.730,-0.595
25.961,-0.725,-0.595
25.964,-0.730,-0.600
25.967,-0.750,-0.595
25.969,-0.760,-0.610
25.972,-0.760,-0.630
25.975,-0.770,-0.625
25.978,-0.780,-0.630
25.981,-0.780,-0.625
25.983,-0.785,-0.620
25.986,-0.780,-0.615
25.989,-0.775,-0.620
25.992,-0.745,-0.595
25.994,-0.740,-0.605
25.997,-0.755,-0.600
26.000,-0.760,-0.610
26.003,-0.760,-0.630
26.006,-0.770,-0.635
26.008,-0.760,-0.650
26.011,-0.775,-0.650
26.014,-0.795,-0.640
26.017,-0.795,-0.630
26.019,-0.780,-0.615
26.022,-0.780,-0.605
26.025,-0.770,-0.600
26.028,-0.765,-0.595
26.031,-0.755,-0.615
26.033,-0.755,-0.615
26.036,-0.750,-0.625
26.039,-0.755,-0.635
26.042,-0.770,-0.650
26.044,-0.775,-0.645
26.047,-0.780,-0.650
26.050,-0.775,-0.640
26.053,-0.770,-0.620
26.056,-0.765,-0.605
26.058,-0.760,-0.590
26.061,-0.745,-0.590
26.064,-0.760,-0.615
26.067,-0.770,-0.595
26.069,-0.770,-0.620
26.072,-0.775,-0.620
26.075,-0.780,-0.625
26.078,-0.790,-0.620
26.081,-0.780,-0.605
26.083,-0.790,-0.585
26.086,-0.785,-0.590
26.089,-0.800,-0.570
26.092,-0.775,-0.585
26.094,-0.780,-0.580
26.097,-0.790,-0.580
26.100,-0.795,-0.595
26.103,-0.800,-0.620
26.106,-0.810,-0.615
26.108,-0.820,-0.640
26.111,-0.815,-0.640
26.114,-0.825,-0.630
26.117,-0.830,-0.635
26.119,-0.840,-0.635
26.122,-0.825,-0.635
26.125,-0.815,-0.615
26.128,-0.805,-0.620
26.131,-0.805,-0.620
26.133,-0.810,-0.640
26.136,-0.820,-0.640
26.139,-0.825,-0.640
26.142,-0.840,-0.665
26.144,-0.845,-0.665
26.147,-0.860,-0.655
26.150,-0.870,-0.665
26.153,-0.850,-0.655
26.156,-0.845,-0.640
26.158,-0.845,-0.620
26.161,-0.840,-0.640
26.164,-0.830,-0.630
26.167,-0.850,-0.655
26.169,-0.850,-0.635
26.172,-0.860,-0.650
26.175,-0.865,-0.655
26.178,-0.855,-0.650
26.181,-0.865,-0.660
26.183,-0.880,-0.650
26.186,-0.890,-0.645
26.189,-0.860,-0.635
26.192,-0.870,-0.635
26.194,-0.855,-0.640
26.197,-0.860,-0.635
26.200,-0.865,-0.660
26.203,-0.875,-0.665
26.206,-0.880,-0.660
26.208,-0.885,-0.665
26.211,-0.910,-0.665
26.214,-0.910,-0.675
26.217,-0.900,-0.660
26.219,-0.890,-0.655
26.222,-0.880,-0.650
26.225,-0.875,-0.640
26.228,-0.845,-0.635
26.231,-0.865,-0.655
26.233,-0.870,-0.660
26.236,-0.855,-0.665
26.239,-0.875,-0.660
26.242,-0.870,-0.665
26.244,-0.895,-0.690
26.247,-0.885,-0.680
26.250,-0.890,-0.675
26.253,-0.880,-0.665
26.256,-0.880,-0.650
26.258,-0.870,-0.645
26.261,-0.850,-0.655
26.264,-0.855,-0.650
26.267,-0.860,-0.665
26.269,-0.865,-0.670
26.272,-0.890,-0.685
26.275,-0.870,-0.690
26.278,-0.885,-0.680
26.281,-0.890,-0.680
26.283,-0.915,-0.680
26.286,-0.905,-0.655
26.289,-0.895,-0.655
26.292,-0.880,-0.640
26.294,-0.870,-0.670
26.297,-0.870,-0.650
26.300,-0.880,-0.670
26.303,-0.870,-0.685
26.306,-0.880,-0.690
26.308,-0.905,-0.680
26.311,-0.905,-0.720
26.314,-0.925,-0.705
26.317,-0.900,-0.700
26.319,-0.910,-0.680
26.322,-0.895,-0.670
26.325,-0.880,-0.660
26.328,-0.870,-0.655
26.331,-0.875,-0.665
26.333,-0.890,-0.665
26.336,-0.890,-0.685
26.339,-0.900,-0.690
26.342,-0.900,-0.705
26.344,-0.900,-0.710
26.347,-0.915,-0.695
26.350,-0.925,-0.690
26.353,-0.900,-0.700
26.356,-0.900,-0.700
26.358,-0.885,-0.670
26.361,-0.875,-0.665
26.364,-0.875,-0.675
26.367,-0.880,-0.680
26.369,-0.885,-0.670
26.372,-0.875,-0.690
26.375,-0.885,-0.695
26.378,-0.895,-0.715
26.381,-0.915,-0.695
26.383,-0.905,-0.685
26.386,-0.885,-0.665
26.389,-0.885,-0.670
26.392,-0.885,-0.655
26.394,-0.875,-0.665
26.397,-0.880,-0.660
26.400,-0.900,-0.655
26.403,-0.905,-0.665
26.406,-0.900,-0.675
26.408,-0.905,-0.680
26.411,-0.920,-0.670
26.414,-0.915,-0.680
26.417,-0.925,-0.675
26.419,-0.915,-0.680
26.422,-0.895,-0.655
26.425,-0.880,-0.655
26.428,-0.865,-0.650
26.431,-0.865,-0.665
26.433,-0.870,-0.670
26.436,-0.875,-0.690
26.439,-0.885,-0.685
26.442,-0.905,-0.700
26.444,-0.910,-0.690
26.447,-0.915,-0.695
26.450,-0.925,-0.690
26.453,-0.905,-0.680
26.456,-0.910,-0.680
26.458,-0.895,-0.660
26.461,-0.895,-0.665
26.464,-0.890,-0.670
26.467,-0.890,-0.675
26.469,-0.875,-0.685
26.472,-0.880,-0.685
26.475,-0.880,-0.700
26.478,-0.890,-0.680
26.481,-0.915,-0.695
26.483,-0.900,-0.680
26.486,-0.900,-0.670
26.489,-0.885,-0.655
26.492,-0.880,-0.645
26.494,-0.870,-0.635
26.497,-0.885,-0.670
26.500,-0.880,-0.670
26.503,-0.890,-0.680
26.506,-0.900,-0.690
26.508,-0.910,-0.705
26.511,-0.900,-0.730
26.514,-0.915,-0.720
26.517,-0.900,-0.690
26.519,-0.890,-0.690
26.522,-0.880,-0.690
26.525,-0.880,-0.660
26.528,-0.875,-0.660
26.531,-0.880,-0.665
26.533,-0.880,-0.675
26.536,-0.885,-0.675
26.539,-0.905,-0.695
26.542,-0.905,-0.705
26.544,-0.905,-0.710
26.547,-0.930,-0.695
26.550,-0.925,-0.705
26.553,-0.930,-0.680
26.556,-0.910,-0.675
26.558,-0.895,-0.665
26.561,-0.880,-0.670
26.564,-0.870,-0.670
26.567,-0.885,-0.675
26.569,-0.880,-0.675
26.572,-0.885,-0.680
26.575,-0.880,-0.680
26.578,-0.885,-0.690
26.581,-0.855,-0.680
26.583,-0.845,-0.680
26.586,-0.840,-0.680
26.589,-0.820,-0.665
26.592,-0.800,-0.665
26.594,-0.795,-0.660
26.597,-0.790,-0.650
26.600,-0.790,-0.665
26.603,-0.790,-0.640
26.606,-0.795,-0.650
26.608,-0.800,-0.650
26.611,-0.790,-0.635
26.614,-0.765,-0.615
26.617,-0.745,-0.590
26.619,-0.725,-0.560
26.622,-0.705,-0.550
26.625,-0.710,-0.530
26.628,-0.705,-0.530
26.631,-0.710,-0.510
26.633,-0.735,-0.520
26.636,-0.740,-0.525
26.639,-0.785,-0.530
26.642,-0.775,-0.545
26.644,-0.785,-0.545
26.647,-0.800,-0.565
26.650,-0.810,-0.545
26.653,-0.810,-0.560
26.656,-0.800,-0.525
26.658,-0.815,-0.540
26.661,-0.825,-0.555
26.664,-0.865,-0.585
26.667,-0.885,-0.615
26.669,-0.890,-0.635
26.672,-0.895,-0.650
26.675,-0.910,-0.695
26.678,-0.900,-0.695
26.681,-0.905,-0.685
26.683,-0.940,-0.680
26.686,-0.925,-0.685
26.689,-0.920,-0.680
26.692,-0.925,-0.690
26.694,-0.915,-0.675
26.697,-0.935,-0.690
26.700,-0.915,-0.700
26.703,-0.915,-0.705
26.706,-0.925,-0.735
26.708,-0.930,-0.740
26.711,-0.925,-0.730
26.714,-0.940,-0.745
26.717,-0.945,-0.725
26.719,-0.935,-0.720
26.722,-0.920,-0.725
26.725,-0.930,-0.715
26.728,-0.905,-0.705
26.731,-0.895,-0.705
26.733,-0.890,-0.705
26.736,-0.900,-0.715
26.739,-0.900,-0.710
26.742,-0.885,-0.715
26.744,-0.895,-0.720
26.747,-0.905,-0.720
26.750,-0.900,-0.715
26.753,-0.890,-0.705
26.756,-0.825,-0.685
26.758,-0.780,-0.645
26.761,-0.700,-0.590
26.764,-0.615,-0.475
26.767,-0.505,-0.285
26.769,-0.375,-0.080
26.772,-0.250,0.165
26.775,-0.145,0.400
26.778,-0.125,0.645
26.781,-0.200,0.805
26.783,-0.345,0.910
26.786,-0.555,0.890
26.789,-0.800,0.735
26.792,-1.055,0.490
26.794,-1.280,0.130
26.797,-1.490,-0.290
26.800,-1.645,-0.685
26.803,-1.720,-1.055
26.806,-1.725,-1.265
26.808,-1.635,-1.300
26.811,-1.540,-1.210
26.814,-1.430,-1.075
26.817,-1.350,-0.950
26.819,-1.280,-0.890
26.822,-1.220,-0.835
26.825,-1.150,-0.815
26.828,-1.060,-0.780
26.831,-0.990,-0.745
26.833,-0.930,-0.710
26.836,-0.890,-0.690
26.839,-0.885,-0.685
26.842,-0.870,-0.695
26.844,-0.885,-0.705
26.847,-0.905,-0.710
26.850,-0.915,-0.705
26.853,-0.870,-0.690
26.856,-0.865,-0.680
26.858,-0.850,-0.660
26.861,-0.835,-0.660
26.864,-0.820,-0.650
26.867,-0.805,-0.655
26.869,-0.810,-0.655
26.872,-0.810,-0.660
26.875,-0.820,-0.670
26.878,-0.825,-0.675
26.881,-0.830,-0.660
26.883,-0.835,-0.665
26.886,-0.820,-0.645
26.889,-0.815,-0.625
26.892,-0.785,-0.625
26.894,-0.775,-0.620
26.897,-0.775,-0.625
26.900,-0.765,-0.605
26.903,-0.770,-0.625
26.906,-0.770,-0.645
26.908,-0.775,-0.630
26.911,-0.775,-0.640
26.914,-0.775,-0.625
26.917,-0.785,-0.615
26.919,-0.780,-0.615
26.922,-0.765,-0.595
26.925,-0.765,-0.590
26.928,-0.745,-0.585
26.931,-0.735,-0.595
26.933,-0.750,-0.590
26.936,-0.730,-0.600
26.939,-0.735,-0.600
26.942,-0.740,-0.595
26.944,-0.740,-0.595
26.947,-0.740,-0.585
26.950,-0.735,-0.585
26.953,-0.710,-0.565
26.956,-0.705,-0.560
26.958,-0.700,-0.555
26.961,-0.690,-0.560
26.964,-0.665,-0.540
26.967,-0.670,-0.540
26.969,-0.685,-0.525
26.972,-0.660,-0.525
26.975,-0.670,-0.505
26.978,-0.665,-0.515
26.981,-0.655,-0.480
26.983,-0.650,-0.465
26.986,-0.630,-0.445
26.989,-0.610,-0.425
26.992,-0.590,-0.400
26.994,-0.560,-0.390
26.997,-0.545,-0.390
27.000,-0.535,-0.365
27.003,-0.530,-0.360
27.006,-0.525,-0.355
27.008,-0.510,-0.340
27.011,-0.505,-0.330
27.014,-0.490,-0.305
27.017,-0.490,-0.275
27.019,-0.475,-0.250
27.022,-0.455,-0.215
27.025,-0.425,-0.195
27.028,-0.390,-0.165
27.031,-0.360,-0.145
27.033,-0.340,-0.140
27.036,-0.325,-0.130
27.039,-0.325,-0.115
27.042,-0.320,-0.115
27.044,-0.300,-0.085
27.047,-0.300,-0.080
27.050,-0.295,-0.060
27.053,-0.270,-0.030
27.056,-0.245,-0.005
27.058,-0.225,0.015
27.061,-0.210,0.005
27.064,-0.210,0.005
27.067,-0.200,0.025
27.069,-0.185,0.015
27.072,-0.200,-0.005
27.075,-0.200,0.000
27.078,-0.200,-0.005
27.081,-0.215,-0.010
27.083,-0.210,0.000
27.086,-0.220,-0.015
27.089,-0.230,-0.010
27.092,-0.250,-0.030
27.094,-0.255,-0.035
27.097,-0.275,-0.095
27.100,-0.315,-0.115
27.103,-0.350,-0.175
27.106,-0.385,-0.205
27.108,-0.420,-0.250
27.111,-0.445,-0.285
27.114,-0.490,-0.340
27.117,-0.505,-0.360
27.119,-0.535,-0.395
27.122,-0.555,-0.430
27.125,-0.575,-0.445
27.128,-0.605,-0.480
27.131,-0.635,-0.505
27.133,-0.650,-0.535
27.136,-0.675,-0.570
27.139,-0.700,-0.580
27.142,-0.725,-0.610
27.144,-0.740,-0.650
27.147,-0.765,-0.670
27.150,-0.780,-0.655
27.153,-0.790,-0.650
27.156,-0.770,-0.665
27.158,-0.795,-0.650
27.161,-0.785,-0.675
27.164,-0.795,-0.670
27.167,-0.780,-0.680
27.169,-0.800,-0.700
27.172,-0.805,-0.715
27.175,-0.815,-0.725
27.178,-0.830,-0.745
27.181,-0.825,-0.735
27.183,-0.830,-0.730
27.186,-0.825,-0.705
27.189,-0.825,-0.700
27.192,-0.810,-0.700
27.194,-0.790,-0.695
27.197,-0.795,-0.720
27.200,-0.800,-0.720
27.203,-0.820,-0.735
27.206,-0.825,-0.725
27.208,-0.850,-0.745
27.211,-0.835,-0.755
27.214,-0.835,-0.745
27.217,-0.835,-0.725
27.219,-0.835,-0.730
27.222,-0.825,-0.725
27.225,-0.815,-0.710
27.228,-0.810,-0.700
27.231,-0.805,-0.715
27.233,-0.800,-0.720
27.236,-0.805,-0.735
27.239,-0.810,-0.720
27.242,-0.825,-0.740
27.244,-0.825,-0.730
27.247,-0.825,-0.735
27.250,-0.820,-0.720
27.253,-0.820,-0.710
27.256,-0.810,-0.700
27.258,-0.805,-0.700
27.261,-0.785,-0.700
27.264,-0.790,-0.695
27.267,-0.790,-0.695
27.269,-0.775,-0.720
27.272,-0.790,-0.730
27.275,-0.830,-0.740
27.278,-0.830,-0.730
27.281,-0.820,-0.740
27.283,-0.820,-0.715
27.286,-0.810,-0.710
27.289,-0.820,-0.710
27.292,-0.805,-0.700
27.294,-0.800,-0.695
27.297,-0.795,-0.695
27.300,-0.805,-0.705
27.303,-0.810,-0.725
27.306,-0.810,-0.725
27.308,-0.835,-0.755
27.311,-0.835,-0.755
27.314,-0.830,-0.760
27.317,-0.840,-0.745
27.319,-0.845,-0.730
27.322,-0.850,-0.735
27.325,-0.845,-0.730
27.328,-0.830,-0.725
27.331,-0.840,-0.745
27.333,-0.845,-0.735
27.336,-0.860,-0.760
27.339,-0.865,-0.760
27.342,-0.875,-0.775
27.344,-0.900,-0.770
27.347,-0.905,-0.785
27.350,-0.910,-0.775
27.353,-0.890,-0.750
27.356,-0.880,-0.750
27.358,-0.860,-0.735
27.361,-0.850,-0.745
27.364,-0.850,-0.755
27.367,-0.860,-0.750
27.369,-0.860,-0.775
27.372,-0.865,-0.780
27.375,-0.880,-0.790
27.378,-0.910,-0.790
27.381,-0.900,-0.790
27.383,-0.910,-0.785
27.386,-0.900,-0.780
27.389,-0.895,-0.755
27.392,-0.885,-0.760
27.394,-0.890,-0.750
27.397,-0.885,-0.760
27.400,-0.890,-0.760
27.403,-0.880,-0.770
27.406,-0.895,-0.790
27.408,-0.895,-0.795
27.411,-0.895,-0.800
27.414,-0.910,-0.800
27.417,-0.905,-0.795
27.419,-0.900,-0.790
27.422,-0.905,-0.770
27.425,-0.905,-0.765
27.428,-0.895,-0.755
27.431,-0.910,-0.750
27.433,-0.895,-0.765
27.436,-0.880,-0.780
27.439,-0.890,-0.800
27.442,-0.895,-0.795
27.444,-0.900,-0.810
27.447,-0.905,-0.795
27.450,-0.905,-0.795
27.453,-0.915,-0.790
27.456,-0.900,-0.780
27.458,-0.875,-0.770
27.461,-0.875,-0.775
27.464,-0.870,-0.755
27.467,-0.880,-0.780
27.469,-0.895,-0.800
27.472,-0.890,-0.800
27.475,-0.900,-0.820
27.478,-0.900,-0.825
27.481,-0.905,-0.835
27.483,-0.925,-0.820
27.486,-0.905,-0.790
27.489,-0.900,-0.805
27.492,-0.905,-0.785
27.494,-0.890,-0.795
27.497,-0.875,-0.785
27.500,-0.870,-0.805
27.503,-0.875,-0.800
27.506,-0.885,-0.815
27.508,-0.880,-0.820
27.511,-0.905,-0.825
27.514,-0.910,-0.820
27.517,-0.900,-0.815
27.519,-0.905,-0.790
27.522,-0.895,-0.790
27.525,-0.885,-0.775
27.528,-0.880,-0.785
27.531,-0.880,-0.800
27.533,-0.875,-0.800
27.536,-0.880,-0.785
27.539,-0.885,-0.795
27.542,-0.890,-0.810
27.544,-0.900,-0.810
27.547,-0.905,-0.820
27.550,-0.905,-0.790
27.553,-0.900,-0.790
27.556,-0.885,-0.785
27.558,-0.885,-0.775
27.561,-0.875,-0.760
27.564,-0.885,-0.760
27.567,-0.875,-0.765
27.569,-0.880,-0.780
27.572,-0.890,-0.795
27.575,-0.900,-0.805
27.578,-0.905,-0.805
27.581,-0.915,-0.795
27.583,-0.910,-0.795
27.586,-0.905,-0.770
27.589,-0.895,-0.775
27.592,-0.880,-0.775
27.594,-0.870,-0.760
27.597,-0.865,-0.775
27.600,-0.870,-0.785
27.603,-0.870,-0.790
27.606,-0.895,-0.790
27.608,-0.890,-0.790
27.611,-0.905,-0.800
27.614,-0.915,-0.795
27.617,-0.900,-0.790
27.619,-0.900,-0.790
27.622,-0.905,-0.770
27.625,-0.895,-0.780
27.628,-0.890,-0.770
27.631,-0.865,-0.780
27.633,-0.875,-0.785
27.636,-0.885,-0.785
27.639,-0.880,-0.790
27.642,-0.895,-0.805
27.644,-0.905,-0.820
27.647,-0.905,-0.815
27.650,-0.905,-0.800
27.653,-0.905,-0.785
27.656,-0.895,-0.780
27.658,-0.890,-0.765
27.661,-0.870,-0.785
27.664,-0.865,-0.770
27.667,-0.880,-0.770
27.669,-0.885,-0.790
27.672,-0.885,-0.785
27.675,-0.890,-0.785
27.678,-0.910,-0.795
27.681,-0.915,-0.795
27.683,-0.915,-0.765
27.686,-0.900,-0.775
27.689,-0.890,-0.770
27.692,-0.885,-0.765
27.694,-0.875,-0.775
27.697,-0.870,-0.755
27.700,-0.870,-0.760
27.703,-0.885,-0.760
27.706,-0.890,-0.785
27.708,-0.895,-0.795
27.711,-0.895,-0.805
27.714,-0.900,-0.795
27.717,-0.905,-0.795
27.719,-0.890,-0.760
27.722,-0.875,-0.785
27.725,-0.865,-0.760
27.728,-0.855,-0.755
27.731,-0.865,-0.765
27.733,-0.845,-0.755
27.736,-0.865,-0.775
27.739,-0.865,-0.780
27.742,-0.890,-0.790
27.744,-0.885,-0.795
27.747,-0.900,-0.795
27.750,-0.900,-0.785
27.753,-0.890,-0.760
27.756,-0.875,-0.755
27.758,-0.870,-0.745
27.761,-0.840,-0.735
27.764,-0.840,-0.735
27.767,-0.835,-0.735
27.769,-0.860,-0.745
27.772,-0.835,-0.785
27.775,-0.835,-0.770
27.778,-0.810,-0.780
27.781,-0.800,-0.760
27.783,-0.780,-0.780
27.786,-0.790,-0.745
27.789,-0.770,-0.745
27.792,-0.765,-0.725
27.794,-0.745,-0.710
27.797,-0.735,-0.725
27.800,-0.720,-0.695
27.803,-0.710,-0.700
27.806,-0.710,-0.690
27.808,-0.710,-0.695
27.811,-0.725,-0.695
27.814,-0.715,-0.665
27.817,-0.720,-0.645
27.819,-0.710,-0.625
27.822,-0.720,-0.590
27.825,-0.720,-0.590
27.828,-0.710,-0.560
27.831,-0.715,-0.590
27.833,-0.735,-0.595
27.836,-0.730,-0.590
27.839,-0.755,-0.610
27.842,-0.745,-0.630
27.844,-0.760,-0.640
27.847,-0.780,-0.640
27.850,-0.790,-0.630
27.853,-0.810,-0.635
27.856,-0.815,-0.650
27.858,-0.850,-0.655
27.861,-0.850,-0.670
27.864,-0.850,-0.695
27.867,-0.840,-0.695
27.869,-0.875,-0.735
27.872,-0.885,-0.745
27.875,-0.900,-0.765
27.878,-0.890,-0.750
27.881,-0.900,-0.755
27.883,-0.885,-0.760
27.886,-0.880,-0.750
27.889,-0.875,-0.745
27.892,-0.870,-0.760
27.894,-0.875,-0.760
27.897,-0.865,-0.785
27.900,-0.890,-0.790
27.903,-0.875,-0.780
27.906,-0.885,-0.800
27.908,-0.895,-0.805
27.911,-0.910,-0.805
27.914,-0.925,-0.800
27.917,-0.900,-0.800
27.919,-0.930,-0.795
27.922,-0.900,-0.775
27.925,-0.875,-0.785
27.928,-0.865,-0.770
27.931,-0.855,-0.770
27.933,-0.850,-0.775
27.936,-0.860,-0.770
27.939,-0.840,-0.785
27.942,-0.860,-0.780
27.944,-0.860,-0.790
27.947,-0.855,-0.790
27.950,-0.830,-0.775
27.953,-0.760,-0.745
27.956,-0.675,-0.685
27.958,-0.565,-0.560
27.961,-0.455,-0.420
27.964,-0.325,-0.230
27.967,-0.200,0.000
27.969,-0.095,0.220
27.972,-0.045,0.445
27.975,-0.040,0.635
27.978,-0.110,0.815
27.981,-0.260,0.880
27.983,-0.445,0.865
27.986,-0.675,0.735
27.989,-0.895,0.475
27.992,-1.115,0.190
27.994,-1.315,-0.165
27.997,-1.470,-0.500
28.000,-1.550,-0.795
28.003,-1.555,-1.000
28.006,-1.495,-1.060
28.008,-1.395,-1.035
28.011,-1.300,-0.945
28.014,-1.210,-0.850
28.017,-1.145,-0.810
28.019,-1.080,-0.775
28.022,-1.025,-0.755
28.025,-0.950,-0.740
28.028,-0.890,-0.735
28.031,-0.845,-0.725
28.033,-0.820,-0.720
28.036,-0.815,-0.720
28.039,-0.805,-0.725
28.042,-0.825,-0.745
28.044,-0.840,-0.760
28.047,-0.845,-0.750
28.050,-0.845,-0.745
28.053,-0.830,-0.730
28.056,-0.815,-0.735
28.058,-0.795,-0.710
28.061,-0.795,-0.705
28.064,-0.770,-0.720
28.067,-0.765,-0.720
28.069,-0.760,-0.725
28.072,-0.770,-0.725
28.075,-0.760,-0.730
28.078,-0.760,-0.755
28.081,-0.770,-0.735
28.083,-0.770,-0.725
28.086,-0.750,-0.710
28.089,-0.745,-0.705
28.092,-0.730,-0.710
28.094,-0.730,-0.680
28.097,-0.725,-0.700
28.100,-0.720,-0.700
28.103,-0.720,-0.695
28.106,-0.725,-0.715
28.108,-0.745,-0.720
28.111,-0.740,-0.725
28.114,-0.735,-0.715
28.117,-0.735,-0.700
28.119,-0.715,-0.690
28.122,-0.715,-0.665
28.125,-0.695,-0.670
28.128,-0.675,-0.670
28.131,-0.680,-0.665
28.133,-0.680,-0.655
28.136,-0.685,-0.665
28.139,-0.680,-0.670
28.142,-0.685,-0.655
28.144,-0.680,-0.670
28.147,-0.700,-0.655
28.150,-0.695,-0.640
28.153,-0.690,-0.625
28.156,-0.665,-0.620
28.158,-0.650,-0.610
28.161,-0.645,-0.585
28.164,-0.630,-0.575
28.167,-0.630,-0.575
28.169,-0.605,-0.570
28.172,-0.620,-0.580
28.175,-0.610,-0.570
28.178,-0.610,-0.575
28.181,-0.605,-0.555
28.183,-0.595,-0.550
28.186,-0.580,-0.520
28.189,-0.565,-0.510
28.192,-0.540,-0.475
28.194,-0.545,-0.470
28.197,-0.525,-0.470
28.200,-0.505,-0.465
